#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
B7LU01               -          rcsb_pdb_4U1Q        -              0.001   15.9   0.0    0.0012   15.6   0.0   1.1   1   0   0   1   1   1   1 -
B7LU01               -          rcsb_pdb_4U1Q        -              0.001   15.9   0.0    0.0012   15.6   0.0   1.1   1   0   0   1   1   1   1 -
A1AI22               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
A1AI22               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7MHC0               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7MHC0               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7N2E1               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7N2E1               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q0TAM1               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q0TAM1               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q1R477               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q1R477               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q8FBJ0               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q8FBJ0               -          rcsb_pdb_4U1Q        -             0.0016   15.3   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
A7ZU40               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
A7ZU40               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
A8A6U0               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
A8A6U0               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1IW72               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1IW72               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1LM21               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1LM21               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1XAJ7               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B1XAJ7               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B2TVI4               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B2TVI4               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B5YY82               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B5YY82               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B6I4H5               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B6I4H5               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7L996               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7L996               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7M638               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7M638               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7NFD6               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7NFD6               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7NV33               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7NV33               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7UNG3               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
B7UNG3               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
C5A009               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
C5A009               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A887               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A887               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A888               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A888               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A889               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
P0A889               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q0SZ25               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q0SZ25               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q31UF3               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q31UF3               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q32A11               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q32A11               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q3YVD2               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q3YVD2               -          rcsb_pdb_4U1Q        -             0.0016   15.2   0.0     0.002   14.9   0.0   1.1   1   0   0   1   1   1   1 -
Q9CKD6               -          rcsb_pdb_4U1Q        -             0.0017   15.1   0.0    0.0022   14.8   0.0   1.1   1   0   0   1   1   1   1 -
Q9CKD6               -          rcsb_pdb_4U1Q        -             0.0017   15.1   0.0    0.0022   14.8   0.0   1.1   1   0   0   1   1   1   1 -
C5D3E5               -          rcsb_pdb_4U1Q        -             0.0038   14.0   0.0    0.0049   13.6   0.0   1.2   1   0   0   1   1   1   1 -
A9MY97               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
A9MY97               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4SZ73               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4SZ73               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4TBR3               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4TBR3               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4TNX9               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B4TNX9               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5BIX9               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5BIX9               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5EZU8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5EZU8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5FNW6               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5FNW6               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5QW73               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5QW73               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5RFM8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
B5RFM8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
C0Q3E1               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
C0Q3E1               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
P0A2K5               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
P0A2K5               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
P0A2K6               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
P0A2K6               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
Q57HN8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
Q57HN8               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
Q5PKP4               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
Q5PKP4               -          rcsb_pdb_4U1Q        -             0.0039   14.0   0.0    0.0049   13.6   0.0   1.1   1   0   0   1   1   1   1 -
Q6DAQ7               -          rcsb_pdb_4U1Q        -             0.0082   12.9   0.0    0.0095   12.7   0.0   1.1   1   0   0   1   1   1   1 -
Q6DAQ7               -          rcsb_pdb_4U1Q        -             0.0082   12.9   0.0    0.0095   12.7   0.0   1.1   1   0   0   1   1   1   1 -
C6DI77               -          rcsb_pdb_4U1Q        -             0.0099   12.6   0.0     0.011   12.5   0.0   1.1   1   0   0   1   1   1   1 -
C6DI77               -          rcsb_pdb_4U1Q        -             0.0099   12.6   0.0     0.011   12.5   0.0   1.1   1   0   0   1   1   1   1 -
A8LNK7               -          rcsb_pdb_4U1Q        -              0.011   12.4   0.1     0.017   11.9   0.1   1.4   1   1   0   1   1   1   0 -
A8LNK7               -          rcsb_pdb_4U1Q        -              0.011   12.4   0.1     0.017   11.9   0.1   1.4   1   1   0   1   1   1   0 -
Q2QM69               -          rcsb_pdb_4U1Q        -              0.012   12.4   0.0     0.075    9.7   0.0   1.9   2   0   0   2   2   2   0 -
Q2QM69               -          rcsb_pdb_4U1Q        -              0.012   12.4   0.0     0.075    9.7   0.0   1.9   2   0   0   2   2   2   0 -
Q2QM69               -          rcsb_pdb_4U1Q        -              0.012   12.4   0.0     0.075    9.7   0.0   1.9   2   0   0   2   2   2   0 -
Q6ZLD3               -          rcsb_pdb_4U1Q        -              0.014   12.1   0.0     0.046   10.4   0.0   1.7   2   0   0   2   2   2   0 -
Q6ZLD3               -          rcsb_pdb_4U1Q        -              0.014   12.1   0.0     0.046   10.4   0.0   1.7   2   0   0   2   2   2   0 -
Q6ZLD3               -          rcsb_pdb_4U1Q        -              0.014   12.1   0.0     0.046   10.4   0.0   1.7   2   0   0   2   2   2   0 -
A1BAN1               -          rcsb_pdb_4U1Q        -              0.018   11.8   0.2      0.02   11.6   0.2   1.3   1   1   0   1   1   1   0 -
A1BAN1               -          rcsb_pdb_4U1Q        -              0.018   11.8   0.2      0.02   11.6   0.2   1.3   1   1   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      autodata/align/align_seed_sequences_with_structure/4U1Q.hmm
# Target file:     autodata/sequences/C.fasta
# Option settings: hmmsearch --tblout C_4u1q_search.tsv autodata/align/align_seed_sequences_with_structure/4U1Q.hmm autodata/sequences/C.fasta 
# Current dir:     /mnt/e/Download/regioselectivity_prediction
# Date:            Thu Sep 22 10:51:09 2022
# [ok]
